链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/2460997447/BbyYKyOWA,24,26,收藏,2014-07-01 16:26:30 来自iPhone客户端,虽然我们在长白山已经扎根了12年，但依旧会被这里大美的风光所深深震撼。农夫山泉抚松工厂专门修建了百米高的瞭望塔。站在顶上，可以看到白雪覆盖的主峰天池，可以看到连绵不绝的林海，可以看到林海里雪藏的地下涌泉。过段时间，我们将组织消费者实地寻源，请关注我们，关注#美丽的中国，美丽的水#。
http://m.weibo.com/2460997447/BbjNPBO4Q,0,62,收藏,2014-06-30 01:48:23 来自iPhone客户端,卧槽！！！进了！！！
http://m.weibo.com/2460997447/BbaPKdngx,1,54,收藏,2014-06-29 02:58:22 来自iPhone客户端,哦智利！哦智利！！
http://m.weibo.com/2460997447/BaKeMFFJa,0,54,收藏,2014-06-26 07:15:55 来自iPhone客户端,早上4点起，现在感觉自己猛猛的！
http://m.weibo.com/2460997447/Ba6pzt2H4,0,40,收藏,2014-06-22 01:52:37 来自iPhone客户端,太可惜了.......
http://m.weibo.com/2460997447/Ba6mp0apm,0,36,收藏,2014-06-22 01:44:48 来自iPhone客户端,都开始为伊朗加油了！
http://m.weibo.com/2460997447/B9lcviUND,5,54,收藏,2014-06-17 01:41:19 来自iPhone客户端,啊啊啊啊啊啊啊啊啊！！！我买的3：0啊！！！！！！！！！
http://m.weibo.com/2460997447/B8Kye9uYg,7,218,收藏,2014-06-13 04:23:12 来自iPhone客户端,看球？
http://m.weibo.com/2460997447/B8dgTB2Vb,1377,205,98,2014-06-09 15:39:52 来自分享按钮,Hot Fuzz 全片无尿点，笑死了
http://m.weibo.com/2460997447/B7szNxuAV,12,215,收藏,2014-06-04 16:47:20 来自iPhone客户端,哥斯拉！！！
http://m.weibo.com/2460997447/B7aOI4Wg3,10,83,收藏,2014-06-02 19:34:37 来自iPhone客户端,在饭店听到一首英语老歌，回想到小时候拿着一个老旧的walkman反复听着爸爸抽屉里的英语歌磁带，当时的爸爸应该也是那个时代的潮人吧？那么年轻就有了我，就这么做起了父亲，送我上下学，看着我练萨克斯。一晃眼我都比我爸有我那会大了。端午节快乐爸[爱你@文史_海巴子 
http://m.weibo.com/2460997447/B6ofYt6bG,10980,10784,收藏,2014-05-28 15:57:12 来自iPhone客户端,一眨眼就成已婚妇女了
http://m.weibo.com/2460997447/B6o1oiF2a,1129,26,143,2014-05-28 15:21:16 来自美拍,我刚拍了一段MV，点开看看>>美拍（通过 #美拍# 录制）
http://m.weibo.com/2460997447/B5Mgw6uFY,34,84,收藏,2014-05-24 15:14:08 来自iPhone客户端,宇多田光宣布结婚
http://m.weibo.com/2460997447/B3QyNow00,5,619,收藏,2014-05-11 22:29:34 来自iPhone客户端,你们就今天知道自己有妈吧？
http://m.weibo.com/2460997447/B2rhNtCKZ,8,111,收藏,2014-05-02 16:18:43 来自iPhone客户端,今天南锣的人屌爆了
http://m.weibo.com/2460997447/B210l7SpO,28,455,收藏,2014-04-29 21:24:17 来自iPhone客户端,又他娘的过敏了
http://m.weibo.com/2460997447/B1vhO77Hc,86,327,收藏,2014-04-26 12:39:25 来自iPhone客户端,粗来
http://m.weibo.com/2460997447/AFECxhB3s,2,62,收藏,2014-04-14 15:13:04 来自iPhone客户端,哦耶100分！！（≧∇≦）
http://m.weibo.com/2460997447/AFvJzcABX,10,76,收藏,2014-04-13 16:35:40 来自iPhone客户端,为明天做好准备！！
http://m.weibo.com/2460997447/ADFaiF89r,16,92,收藏,2014-04-01 12:55:39 来自iPhone客户端,富江么么哒！！
http://m.weibo.com/2460997447/ADdcwC4Un,79,426,收藏,2014-03-29 13:44:13 来自iPhone客户端,多可爱[酷
http://m.weibo.com/2460997447/AD3CMv5oH,24,29,收藏,2014-03-28 13:21:25 来自iPhone客户端,#收集北京PM2.5#给戴口罩的人们，给在户外奔忙的人们：这是今天一天收集的的北京雾霾颗粒，有复合体，有生物颗粒，有矿物质的，各种各样。显微镜1000倍（目视）拍摄，最后一张是250倍拍摄。
http://m.weibo.com/2460997447/ACKHI9FRB,31,226,收藏,2014-03-26 13:11:23 来自iPhone客户端,剃完小咪血槽就空了...大咪！我们择日再战！！！
http://m.weibo.com/2460997447/ABGcssm7T,33,45,收藏,2014-03-19 11:53:05 来自iPhone客户端,《声之形》强烈推荐
http://m.weibo.com/2460997447/ABqR94Li8,12,102,收藏,2014-03-17 20:49:23 来自iPhone客户端,小咪你为何这么萌
http://m.weibo.com/2460997447/Az1MFvgIu,3,21,收藏,2014-03-02 01:19:05 来自iPhone客户端,这个时候，大家千万不要去骂自己的同胞，毕竟是极少数人的恐怖行为。而且肯定是有组织有预谋的，请大家理性看待这种恐怖事件，他们的目的就是让民族反目，制造分裂。
http://m.weibo.com/2460997447/AyZKKBnjl,29,673,收藏,2014-03-01 20:08:52 来自iPhone客户端,水烟炒鸡有意思
http://m.weibo.com/2460997447/AvEmNF0G9,4,68,收藏,2014-02-07 20:11:15 来自iPhone客户端,再胖它个十斤！
http://m.weibo.com/2460997447/AvuqfCXB7,4,72,收藏,2014-02-06 18:52:18 来自iPhone客户端,胖它个十斤！
http://m.weibo.com/2460997447/AuxYqhtbk,2,95,收藏,2014-01-31 14:04:25 来自iPhone客户端,我侄女炒鸡可爱！！（≧∇≦）
http://m.weibo.com/2460997447/Aus6k9sXr,208,312,收藏,2014-01-30 23:07:23 来自iPhone客户端,董卿上演宫心计，一句“你也是属马的”当场揭穿了苏菲玛索的年龄，但苏菲玛索年轻时至少绝美过啊！
http://m.weibo.com/2460997447/ApeogfCvu,29,433,收藏,2013-12-27 15:01:37 来自iPhone客户端,好久没臭美了[闭眼
http://m.weibo.com/2460997447/AojgQb23O,12,73,收藏,2013-12-21 13:36:46 来自iPhone客户端,总算能有一天时间让我呆在家里了...
http://m.weibo.com/2460997447/Al7cOAiZU,3,94,收藏,2013-11-30 13:22:59 来自iPhone客户端,来跟阿姨亲亲
http://m.weibo.com/2460997447/AkERDkugP,216,129,收藏,2013-11-27 13:13:52 来自iPhone客户端,“冷静下来仔细想想，我想要的只是荣华富贵而已。”
http://m.weibo.com/2460997447/AidNH4sP0,5,79,收藏,2013-11-11 12:39:25 来自iPhone客户端,买超了...我这个贱手啊！！！
http://m.weibo.com/2460997447/Ai3Jv5aNM,20,382,收藏,2013-11-10 11:01:36 来自iPhone客户端,难得休息一天～
http://m.weibo.com/2460997447/AgSSouO6m,9,60,收藏,2013-11-02 17:33:00 来自iPhone客户端,小咪好可爱呀！(((o(*ﾟ▽ﾟ*)o)))
http://m.weibo.com/2460997447/AfOTvwUu5,3,178,收藏,2013-10-26 17:34:27 来自iPhone客户端,北京的妹子有人想陪我去吃牛蛙吗！！！
http://m.weibo.com/2460997447/AdzgIppOJ,4,36,收藏,2013-10-11 22:07:03 来自iPhone客户端,我下次回上海要问你把kinki的演唱会统统拷过来！！！[抓狂[抓狂[抓狂@谢小菲lexi 
http://m.weibo.com/2460997447/Ad7e5tQVW,3,37,收藏,2013-10-08 22:43:39 来自iPhone客户端,准备回昌平了[手掌
http://m.weibo.com/2460997447/Ad4lLlFZE,12,105,收藏,2013-10-08 15:24:19 来自iPhone客户端,准备回昌平了[手掌
http://m.weibo.com/2460997447/AcsGnBC7L,52,153,收藏,2013-10-04 15:30:46 来自iPhone客户端,呜哇....帅哭了...我爱死51了现在@谢小菲lexi 
http://m.weibo.com/2460997447/AbZUjbgef,22,236,收藏,2013-10-01 14:15:25 来自iPhone客户端,携冰冰祝大家国庆快乐！！
http://m.weibo.com/2460997447/AaL4cFey6,1,41,收藏,2013-09-23 10:38:18 来自iPhone客户端,好冷啊好冷啊好冷啊！！！！！
http://m.weibo.com/2460997447/A9qctbfPv,2,87,收藏,2013-09-14 15:40:38 来自iPhone客户端,开学好累。。。(´･_･`)
http://m.weibo.com/2460997447/A7rfX4RMr,3076,91,130,2013-09-01 14:41:23 来自微博 weibo.com,昨天去吃饭，路过一家馆子门口，一个女孩（目测30+）坐在地上一边打电话一边大哭，旁边坐了一个老头。老头说：别打了，有什么的！爸在呢，怕什么！女孩还是不停地哭，老头摸摸女孩的头，说：咱不哭了，爸在呢，爸陪着你呢啊，不哭了。当时我眼泪就要下来了。
http://m.weibo.com/2460997447/A4A6f0JPQ,12,85,收藏,2013-08-13 19:41:17 来自iPhone客户端,七夕晚餐〜经济实惠又好吃！#全家便利店真是这个世界上最好的东西#
http://m.weibo.com/2460997447/A4yywAkrT,596,2,63,2013-08-13 15:45:28 来自微博 weibo.com,今天晚上必、肯、麦点哪一个好呢~！真是一个完美的七夕啊~(╯‵□′)╯︵┻━┻
http://m.weibo.com/2460997447/A3mHkoOuD,2,98,收藏,2013-08-05 19:43:53 来自iPhone客户端,每次离开大阿姨家都会说＂大阿姨再会＂，以后再也没得说了，再也＂会＂不着了。最后说一次＂大阿姨再会＂。我会想你的。下辈子要过快乐、轻松、没有病痛的好日子。
http://m.weibo.com/2460997447/A2JN93O4d,118,56,收藏,2013-08-01 16:41:05 来自iPhone客户端,犯罪心理（CM）里有一集，说父亲带着孩子到商场，让孩子假装走失，遇到好心的妇女就上前哭诉，说和爸爸约好到楼梯间汇合，请求妇女带自己去。于是无数的妇女被杀害了。所以说，有事找警察。永远不要因为任何理由跟随任何人去独处的指定地点，你不知道那里有什么等着你。#行善要以保证生命安全为大前提#
http://m.weibo.com/2460997447/A2JMMjLCw,3,59,收藏,2013-08-01 16:40:11 来自iPhone客户端,真是让人感动的要哭了！！
http://m.weibo.com/2460997447/A1EwUpIG9,18,141,收藏,2013-07-25 13:27:03 来自iPhone客户端,我快化掉了。。。上海热得有点过分啊。。。这个棒冰谁知道？小时候贪凉一天吃了6、7根，晚上急性肠胃炎这种事情我会随便告诉你吗？！
http://m.weibo.com/2460997447/A0r1NDeCE,4,90,收藏,2013-07-17 13:14:23 来自iPhone客户端,自从回上海到现在，我妈天天说我大腿粗。不高兴了，我要跟我妈分手！！(T ^ T)
http://m.weibo.com/2460997447/zFWAVwBtA,29,44,收藏,2013-07-14 14:14:15 来自iPhone客户端,有些人的问题很好解决又很难解决。因为他们只有一个问题，那就是智商问题。
http://m.weibo.com/2460997447/zFVWtoH2J,590,184,收藏,2013-07-14 12:34:34 来自iPhone客户端,堂本光一好帅啊！！！！！好想嫁啊！！！！
http://m.weibo.com/2460997447/zFuuA9WXV,5,60,收藏,2013-07-11 14:41:41 来自iPhone客户端,哈哈哈哈哈上海热死了我打算收拾收拾回北京了哈哈哈哈哈哈
http://m.weibo.com/2460997447/zESRy3J3G,6,77,收藏,2013-07-07 14:53:54 来自iPhone客户端,想回上海。不想回上海。想回上海。不想回上海。想回上海。不想回上海。想回上海。不想回上海。啊啊啊啊啊我到底什么时候回上海比较好啊。。。。。。
http://m.weibo.com/2460997447/zC9w6Bxrd,6,43,收藏,2013-06-19 15:46:52 来自iPhone客户端,是的。
http://m.weibo.com/2460997447/zC0iF6s6A,20,85,收藏,2013-06-18 16:18:59 来自iPhone客户端,有着4只咪咪的咖啡馆。在北京的同学可以去玩玩〜地址在中央戏剧学院（东二环本部校区）大门正对面，店名忘记啦！(￣▽￣)
http://m.weibo.com/2460997447/zBQ9tnqM8,2777,384,80,2013-06-17 14:28:55 来自微博 weibo.com,正常死亡和自杀的区别是：前者是和过去永别。后者是和未来永别。（via豆瓣“柚子先生”）
http://m.weibo.com/2460997447/zBPZqf09W,18,47,收藏,2013-06-17 14:04:08 来自iPhone客户端,我也想生活在这样的小镇上[呵呵
http://m.weibo.com/2460997447/zBKwe5NwN,129,208,收藏,2013-06-17 00:08:29 来自iPhone客户端,就是这个！！啊啊吃在嘴里是初恋的味道！不，比初恋还要美好！！@可乐酱要努力赚钱  虽然外型有点糟糕，但是内在却是赛高！！
http://m.weibo.com/2460997447/zBKen6THB,396,5,26,2013-06-16 23:24:32 来自微博 weibo.com,减肥这种东西，在我这个年龄，就不要太在意了。。。_(:з」∠)_减不掉就是减不掉，还不如开开心心地吃呢！
http://m.weibo.com/2460997447/zBK1Zq6V5,711,29,83,2013-06-16 22:53:59 来自微博 weibo.com,减肥这种东西，在我这个年龄，就不要太在意了。。。_(:з」∠)_减不掉就是减不掉，还不如开开心心地吃呢！
http://m.weibo.com/2460997447/zByswF314,170,88,收藏,2013-06-15 17:26:23 来自iPhone客户端,＂钱买不到幸福＂----真是这几个世纪以来最傻逼的谎话了(´･_･`)
http://m.weibo.com/2460997447/zBnJuxVqi,2372,455,164,2013-06-14 14:08:02 来自微博 weibo.com,经过这几年的锤炼，我发现一个道理，最难过的时候，最难过的事，不要对任何人说。没有人能做到真正感同身受。对别人说你的痛苦，只是给别人也同样造成了负担而已。
http://m.weibo.com/2460997447/zzIyzrkdv,679,2,105,2013-06-03 15:28:10 来自微博 weibo.com,家里停热水，赶上来例假，每天去朋友家蹭澡。热水之神，请快点赐福于我吧！！ToT
http://m.weibo.com/2460997447/zxT9OxijU,4,27,收藏,2013-05-22 14:46:47 来自iPhone客户端,你们理解我这种过去只穿XS/S，现在只能穿M号的人的心情吗！！！
http://m.weibo.com/2460997447/zxSIlAUie,653,21,122,2013-05-22 13:39:05 来自微博 weibo.com,你们理解我这种过去只穿XS/S，现在只能穿M号的人的心情吗！！！
http://m.weibo.com/2460997447/zwJ6KBMYl,488,14,87,2013-05-14 23:21:25 来自微博 weibo.com, #日本代购# 之前po的强劲瘦脸霜~有妹纸po强力feedback了。日本检控很严格，什么刺激阿，过敏阿，防腐剂阿，都浮云！
http://m.weibo.com/2460997447/zvD9Mh28a,447,5,48,2013-05-07 18:22:08 来自微博 weibo.com,这才是人生啊〜〜〜
http://m.weibo.com/2460997447/zvCuPrU72,21,138,收藏,2013-05-07 16:41:15 来自iPhone客户端,这才是人生啊〜〜〜
http://m.weibo.com/2460997447/zv38mgy49,493,3,49,2013-05-03 22:39:43 来自微博 weibo.com,给你们见识见识什么叫大大的小西红柿[番茄[番茄[番茄
http://m.weibo.com/2460997447/zv16rqeo6,7,85,收藏,2013-05-03 17:29:32 来自iPhone客户端,给你们见识见识什么叫大大的小西红柿[番茄[番茄[番茄
http://m.weibo.com/2460997447/zuRDbbXKP,132,563,收藏,2013-05-02 17:22:43 来自iPhone客户端,昨天老婆回家了，我一个人跟我家的小狗为伴，到了晚上1点多分的时候，我家小狗突然对着窗户叫，我看见了，就拍下来了'然后发给我老婆看，纯属好玩的，然后我老婆说看见什么了，我以为她吓我没理她，结果她今天回来把图放大给我看，然后我看见了………好恐怖！图是照的，p图死全家
http://m.weibo.com/2460997447/zuQdAzyrX,334,27,35,2013-05-02 13:46:56 来自微博 weibo.com,#日本代购#夏天，甜品，冰饮，吃吧吃吧不怕胖！fancl热量控制片，外出就餐必备！有效控制热量。吃不胖的秘密就在这里！！方便随身携带，夏天，美食和好身材同在！！私信或者微信：ribendaigou78
http://m.weibo.com/2460997447/zuf3ZbsWB,579,4,69,2013-04-28 15:11:38 来自微博 weibo.com,我已然从便秘发展成拉肚子了。。。。人生真是阴晴不定呐。。_(:з」∠)_
http://m.weibo.com/2460997447/ztLIA0B9O,4,60,收藏,2013-04-25 12:29:14 来自iPhone客户端,啊啊啊又开始飘杨絮柳絮了，又出不了门了啊啊啊啊啊啊！！！！！555555555555555[泪[泪[泪[泪[泪
http://m.weibo.com/2460997447/zt5HysjAk,57,29,收藏,2013-04-21 01:31:21 来自iPhone客户端,道德，崇高，牺牲，这些更应该是向内，向己的约束，而不要轻易指向他人。大道不行，各尽本分，若能做到后面四个字，其实已经是很棒的社会状态。
http://m.weibo.com/2460997447/zrOmwbmX3,5,99,收藏,2013-04-12 15:32:31 来自iPhone客户端,倒数第四天。压根看不进去书了。。。
http://m.weibo.com/2460997447/zpGj7qjpI,11,114,收藏,2013-03-29 15:21:32 来自iPhone客户端,据说你们输入- 后 显示的第1个人一定是个漂亮妞！！你们敢不敢- 她出来！！（转）
http://m.weibo.com/2460997447/zosCtzRYH,7,30,收藏,2013-03-21 14:40:30 来自iPhone客户端,我想拥有的2种超能力：瞬间转移，5次回到过去的机会。你们呢？
http://m.weibo.com/2460997447/zosmGkSqy,31,102,收藏,2013-03-21 14:01:34 来自iPhone客户端,我想拥有的2种超能力：瞬间转移，5次回到过去的机会。你们呢？
http://m.weibo.com/2460997447/zojUM5c82,3,62,收藏,2013-03-20 16:30:50 来自iPhone客户端,我打算：1.留长发；2.考完试开网店卖衣服。嘛，能做到其中一点就很好了。。。
http://m.weibo.com/2460997447/zoiv3xF0n,19,194,收藏,2013-03-20 12:54:45 来自iPhone客户端,我打算：1.留长发；2.考完试开网店卖衣服。嘛，能做到其中一点就很好了。。。
http://m.weibo.com/2460997447/zo1SIjoNK,5,65,收藏,2013-03-18 18:36:19 来自iPhone客户端,上吐下泻发烧[生病我觉得我快不行了[生病[生病[生病
http://m.weibo.com/2460997447/znxXvmFfC,17,250,收藏,2013-03-15 14:25:43 来自iPhone客户端,这两天看破产姐妹看得我好想开店卖衣服。。。
http://m.weibo.com/2460997447/zneI0xdp6,14,427,收藏,2013-03-13 13:25:22 来自iPhone客户端,又到了每年一度的过敏季了。。。今年貌似尤其猛烈啊。。。
http://m.weibo.com/2460997447/zl7r2CJKt,876,734,415,2013-02-27 15:13:44 来自微博 weibo.com,松本润。。。好帅啊。。。ps。大家恭喜我bia~~~\(≧▽≦)/~我即将进入新一轮暗无天日的复习了_(:з」∠)_
http://m.weibo.com/2460997447/zjUYZD0p4,270,19,35,2013-02-19 17:41:22 来自微博 weibo.com,唇炎的妹子不妨试试这个润唇膏，资生堂的，专治唇炎+口角炎。我春节期间代购的昨天到了，打算康复阶段用这个。淘宝有卖。[心
http://m.weibo.com/2460997447/zjMtMlX79,120,191,收藏,2013-02-18 20:02:29 来自iPhone客户端,唇炎的妹子不妨试试这个润唇膏，资生堂的，专治唇炎+口角炎。我春节期间代购的昨天到了，打算康复阶段用这个。淘宝有卖。[心
http://m.weibo.com/2460997447/zjA6snYa7,95,1010,收藏,2013-02-17 12:32:03 来自iPhone客户端,今天迎来了我26岁绳命中又一个18岁生日[哈哈愿大家平安、健康[心
http://m.weibo.com/2460997447/ziquluopc,0,38,收藏,2013-02-09 22:13:08 来自iPhone客户端,杂技这个东西太可怕了。。。
http://m.weibo.com/2460997447/zhjLZnv98,6,110,收藏,2013-02-02 15:17:04 来自iPhone客户端,唇炎又犯了 这玩意儿到底怎么治啊！！！
http://m.weibo.com/2460997447/zhbMi8oR6,425,4,44,2013-02-01 18:55:51 来自微博 weibo.com,刚才出去跟我阿玛吃晚饭，外面真心好暖和！！话说一回上海皮肤就变得贼好，每次都是，北京这个空气着实毁少女呢〜ps。推荐一款梳子，各种不打结！特别牛逼！远离打结疼痛，重享幸福人生！
http://m.weibo.com/2460997447/zh3cmAou8,22,249,收藏,2013-01-31 21:05:20 来自iPhone客户端,刚才出去跟我阿玛吃晚饭，外面真心好暖和！！话说一回上海皮肤就变得贼好，每次都是，北京这个空气着实毁少女呢〜ps。推荐一款梳子，各种不打结！特别牛逼！远离打结疼痛，重享幸福人生！
http://m.weibo.com/2460997447/zh18Sun6H,3,39,收藏,2013-01-31 15:51:17 来自iPhone客户端,上海好冷啊好冷啊好冷啊。。。陡然想到大学时候的绕口令了 真冷真冷真正冷冷冰冰人人都说冷猛地一阵冷风更冷。。。我会告诉你大一考试时老师就叫我一个人读了两遍吗？#上海人的前后鼻音伤不起##不过我现在已经无敌了#
http://m.weibo.com/2460997447/zfW9W8guX,0,23,收藏,2013-01-24 13:19:51 来自iPhone客户端,发烧了。。。好讨厌啊。。。T_T
http://m.weibo.com/2460997447/zfRf9FSg9,1,60,收藏,2013-01-24 00:49:00 来自iPhone客户端,发烧了。。。好讨厌啊。。。T_T
http://m.weibo.com/2460997447/zfOJ3sCWj,9,60,收藏,2013-01-23 18:24:22 来自iPhone客户端,都说好女不过百，今儿出门过了下秤，我马上就不是好女了，内心分外痛苦。。。
http://m.weibo.com/2460997447/zfvaUm0kg,402,275,51,2013-01-21 16:38:05 来自微博 weibo.com,小调查，你使用最多的4个百度相关产品是____、____、____、____，基本每天必用的。小编先来，@百度网页搜索 、@百度百科 、@百度知道 、@百度手机输入法 。你呢？[害羞
http://m.weibo.com/2460997447/zdm5WnLgh,3,20,收藏,2013-01-07 13:50:29 来自iPhone客户端,最后一门！！！
http://m.weibo.com/2460997447/zdc3zfMXf,8,58,收藏,2013-01-06 12:17:12 来自iPhone客户端,最后一门！！！
http://m.weibo.com/2460997447/zd570uFXN,4,34,收藏,2013-01-05 18:36:27 来自iPhone客户端,一直特喜欢你。。像个思春期小少女默默关注你好久。从豆瓣到博客。。本来想一直默默下去。。赶巧你今天考研。一定要蹦出来给你一点正能量！！！也是鼓舞我自己！必过！！！加油！！[lxhx奋斗@papi酱
http://m.weibo.com/2460997447/zcczWjoGb,10,113,收藏,2012-12-30 23:46:38 来自iPhone客户端,赶紧考吧。。。我感觉快崩溃了崩溃了溃了。。。
http://m.weibo.com/2460997447/z9J5fjXlX,1,68,收藏,2012-12-14 17:00:47 来自iPhone客户端,分享图片
http://m.weibo.com/2460997447/z9piuxRPa,22,122,收藏,2012-12-12 14:38:28 来自iPhone客户端,仄仄 多少年没吃到这个糖了
http://m.weibo.com/2460997447/z8dJ3COpW,29,153,收藏,2012-12-04 19:20:39 来自iPhone客户端,nino唱歌确实蛮抖的。。。[惊恐[惊讶[惊恐不过蛮有劲的[开心[开心[开心@谢菲菲Lexi
http://m.weibo.com/2460997447/yEzpiaTkD,8,155,收藏,2012-10-02 14:37:46 来自iPhone客户端,大咪！你怎么了大咪！！
http://m.weibo.com/2460997447/yEuDu9OwG,250,4,61,2012-10-02 02:29:02 来自土豆,川越达也好喜欢好喜欢好喜欢！！！不过我总觉得他是个gay。。。《[zoo字幕组120725 ジャニ勉—川越达也》 http://t.cn/zlI8Kxr  （分享自 @土豆网综艺）@mark
http://m.weibo.com/2460997447/yEsa84xN5,38,126,收藏,2012-10-01 20:11:09 来自iPhone客户端,子俊好帅[心[心[心[心[心
http://m.weibo.com/2460997447/yEqy7tAKy,285,4,27,2012-10-01 16:04:48 来自微博 weibo.com,Anna在此次的AdR配饰系列设计中加入了各种动物形，这种野性的摩登感加上#MOREISMORE#的时尚精神，也被冰冰演绎得淋漓尽致！这一季就让我们一起get a fashion shower!@范冰冰工作室
http://m.weibo.com/2460997447/yEfSs12jN,9,64,收藏,2012-09-30 12:54:42 来自iPhone客户端,月饼节快乐〜
http://m.weibo.com/2460997447/yDPGAgJNG,8,110,收藏,2012-09-27 18:14:04 来自iPhone客户端,我现在特别后悔我为什么会立下这种“考前不买衣服”的誓…谢了个大特…人生没有意义了…
http://m.weibo.com/2460997447/yDxn2kKbn,25,35,收藏,2012-09-25 19:36:28 来自iPhone客户端,一个网上征友的故事[巨汗 （via fall_ark）
http://m.weibo.com/2460997447/yDcYawzHl,11,135,收藏,2012-09-23 15:40:13 来自iPhone客户端,左边这套好喜欢好喜欢好喜欢！！！
http://m.weibo.com/2460997447/yC2MgbZvW,11,24,收藏,2012-09-15 23:53:05 来自iPhone客户端,空爷推特：日饭问：中国也有不讨厌日本的人吧？空爷：有啊有很多，也有很多人认为那种行为（指打砸抢烧）是丢人的，请不要因为一部分人的行为认为是全体中国人都那样。
http://m.weibo.com/2460997447/yBZbxdVrr,268,5,34,2012-09-15 14:44:24 来自微博 weibo.com,孩子，慢点长。。。[可怜
http://m.weibo.com/2460997447/yBZ5640Ij,367,120,28,2012-09-15 14:28:31 来自微博搜索,看到围脖不少饱受掉毛困扰的妹子，来分享下好东西。一个是露得清的anti-residue清洁残余洗发水，去除各种化学非化学的残余物质，一周用一次，头皮变得很干净清爽不易出油。还有Avalon的维生素B防脱洗发水护发素一套，自带蓬松效果而且有光泽不毛躁。查了下这俩TB都有代购，在米国的drugstore有售
http://m.weibo.com/2460997447/yBwN4me4J,879,18,135,2012-09-12 14:27:12 来自微博 weibo.com,都说真正的美女都敢于露出额头——尝试了一下，失败。又说真正的美女都敢于中分，昨日心血来潮又尝试了一下，一开始感觉还不错，5分钟后怎么看怎么像汉奸，又失败！我还是老老实实三七开吧，谢特。
http://m.weibo.com/2460997447/yAPaybYuP,2,29,收藏,2012-09-07 23:24:10 来自iPad客户端,那英和刘嘉玲真是好像啊…那英白衬衫镜头的那个下眼线是咋了啊…扭欢婶么
http://m.weibo.com/2460997447/yAOrKgUuE,5,59,收藏,2012-09-07 21:33:50 来自iPhone客户端,那英和刘嘉玲真是好像啊…那英白衬衫镜头的那个下眼线是咋了啊…扭欢婶么
http://m.weibo.com/2460997447/yAMjdcD2h,47,35,收藏,2012-09-07 16:07:19 来自iPhone客户端,为神马妈妈总喜欢把小孩的刘海撩的高高的然后感叹一句“看看，这样真是美多了”！！！！！！！
http://m.weibo.com/2460997447/yAFdgngI3,182,22,35,2012-09-06 22:03:23 来自微博 weibo.com,日本某知名动漫投票网站举办的“黑长直角色人气投票”第一位是？？？？？不是黑猫、不是秋山澪、不是单反田，不是莉莉基友sama，不是黑血鸡，不是中野木辛，不是暁美焰，不是……这次的结果绝对有理有据令人信服！http://t.cn/zWrWXAD
http://m.weibo.com/2460997447/yAwXRtt6X,202,35,42,2012-09-06 01:03:31 来自微博 weibo.com,雪姨来了、、、，，，，，，，，，，雪姨是大家的。。。。。。。。。。。。。。。 【搞笑】雪姨首单mv泻出  （分享自 @优酷网）
http://m.weibo.com/2460997447/yzppeocUg,5,103,收藏,2012-08-29 15:58:38 来自iPhone客户端,哦也明天又要回上海咯！！！今晚上又要失眠了=。=。。。
http://m.weibo.com/2460997447/yzjFqs67L,9,67,收藏,2012-08-29 01:22:05 来自iPhone客户端,姐刚才在星巴克排队时，看见一英俊挺拔的衬衫仔裤男，姐情不自禁地就心花怒放了，正在思考要不要背着我男人上去问人家要一下电话号码时，另一肌肉发达的背心沙滩裤猛男推门而入，两人暧昧地互相打招呼。呵呵呵呵呵呵呵，小姐给我一杯抹茶拿铁不要拿铁。好累，感觉再也不会爱了。T_T
http://m.weibo.com/2460997447/yzhYictFj,22,122,收藏,2012-08-28 21:03:04 来自iPad客户端,姐刚才在星巴克排队时，看见一英俊挺拔的衬衫仔裤男，姐情不自禁地就心花怒放了，正在思考要不要背着我男人上去问人家要一下电话号码时，另一肌肉发达的背心沙滩裤猛男推门而入，两人暧昧地互相打招呼。呵呵呵呵呵呵呵，小姐给我一杯抹茶拿铁不要拿铁。好累，感觉再也不会爱了。T_T
http://m.weibo.com/2460997447/yyEgGyqZH,2,35,收藏,2012-08-24 15:58:29 来自iPhone客户端,这几天看了几个身边妹子的照片，我觉得自己真心弱爆了。@啊啊阿芙啊啊 让我们携手，一起走出“大妈”的阴影好吗！答应我，好吗！再下去我觉得我真的要成早上6点去菜市场排队买打折鸡蛋的欧巴桑了。。。
http://m.weibo.com/2460997447/yyDUpb9ew,230,1,23,2012-08-24 15:03:35 来自微博 weibo.com,我们家附近有一只散养的大黄狗，为人亲切温和，我管它叫大黄。每天路过只要看见他我就去摸摸他跟他说说话，大黄偶尔也会围着我打个转什么的。然后前天我又摸他头的时候他突然起身对我狂吠，凶恶至极的表情，直到被他主人呵斥。我再也不要理他了...以及他的名字原来叫＂虎子＂...感觉再也不会爱了...
http://m.weibo.com/2460997447/yyDJBhVHg,10,111,收藏,2012-08-24 14:37:00 来自iPhone客户端,我们家附近有一只散养的大黄狗，为人亲切温和，我管它叫大黄。每天路过只要看见他我就去摸摸他跟他说说话，大黄偶尔也会围着我打个转什么的。然后前天我又摸他头的时候他突然起身对我狂吠，凶恶至极的表情，直到被他主人呵斥。我再也不要理他了...以及他的名字原来叫＂虎子＂...感觉再也不会爱了...
http://m.weibo.com/2460997447/yyuBlzOxF,418,3,117,2012-08-23 15:21:58 来自微博 weibo.com,啊啦！今天是七夕啊！！！擦！我要过七夕！！！我要过七夕！！！！！
